order_details_id,order_id,order_date,order_time,item_id,menu_item_id,item_name,category,price,hour
3463,1535,2023-01-26,1900-01-01 16:38:21,127,127,Meat Lasagna,Italian,17.95,16
3464,1535,2023-01-26,1900-01-01 16:38:21,131,131,Chicken Parmesan,Italian,17.95,16
3465,1536,2023-01-26,1900-01-01 16:52:11,116,116,Steak Tacos,Mexican,13.95,16
3466,1536,2023-01-26,1900-01-01 16:52:11,113,113,Edamame,Asian,5.0,16
3467,1536,2023-01-26,1900-01-01 16:52:11,120,120,Steak Torta,Mexican,13.95,16
3468,1537,2023-01-26,1900-01-01 17:04:54,104,104,Veggie Burger,American,10.5,17
3469,1538,2023-01-26,1900-01-01 17:06:36,103,103,Hot Dog,American,9.0,17
3470,1538,2023-01-26,1900-01-01 17:06:36,130,130,Shrimp Scampi,Italian,19.95,17
3471,1538,2023-01-26,1900-01-01 17:06:36,131,131,Chicken Parmesan,Italian,17.95,17
3472,1539,2023-01-26,1900-01-01 18:03:43,124,124,Spaghetti,Italian,14.5,18
3473,1539,2023-01-26,1900-01-01 18:03:43,117,117,Chicken Burrito,Mexican,12.95,18
3474,1539,2023-01-26,1900-01-01 18:03:43,106,106,French Fries,American,7.0,18
3475,1540,2023-01-26,1900-01-01 18:08:56,127,127,Meat Lasagna,Italian,17.95,18
3476,1540,2023-01-26,1900-01-01 18:08:56,121,121,Cheese Quesadillas,Mexican,10.5,18
3477,1541,2023-01-26,1900-01-01 18:10:06,106,106,French Fries,American,7.0,18
3478,1542,2023-01-26,1900-01-01 18:37:22,116,116,Steak Tacos,Mexican,13.95,18
3479,1542,2023-01-26,1900-01-01 18:37:22,130,130,Shrimp Scampi,Italian,19.95,18
3480,1542,2023-01-26,1900-01-01 18:37:22,123,123,Chips & Guacamole,Mexican,9.0,18
3481,1542,2023-01-26,1900-01-01 18:37:22,106,106,French Fries,American,7.0,18
3482,1543,2023-01-26,1900-01-01 19:21:11,124,124,Spaghetti,Italian,14.5,19
3483,1543,2023-01-26,1900-01-01 19:21:11,106,106,French Fries,American,7.0,19
3484,1544,2023-01-26,1900-01-01 19:32:50,111,111,California Roll,Asian,11.95,19
3485,1544,2023-01-26,1900-01-01 19:32:50,122,122,Chips & Salsa,Mexican,7.0,19
3486,1545,2023-01-26,1900-01-01 19:33:23,109,109,Korean Beef Bowl,Asian,17.95,19
3487,1546,2023-01-26,1900-01-01 19:42:41,105,105,Mac & Cheese,American,7.0,19
3488,1547,2023-01-26,1900-01-01 20:58:38,110,110,Pork Ramen,Asian,17.95,20
3489,1547,2023-01-26,1900-01-01 20:58:38,131,131,Chicken Parmesan,Italian,17.95,20
3490,1548,2023-01-26,1900-01-01 20:59:51,110,110,Pork Ramen,Asian,17.95,20
3491,1548,2023-01-26,1900-01-01 20:59:51,105,105,Mac & Cheese,American,7.0,20
3492,1549,2023-01-26,1900-01-01 21:12:55,105,105,Mac & Cheese,American,7.0,21
3493,1550,2023-01-26,1900-01-01 21:23:19,107,107,Orange Chicken,Asian,16.5,21
3494,1550,2023-01-26,1900-01-01 21:23:19,118,118,Steak Burrito,Mexican,14.95,21
3495,1551,2023-01-26,1900-01-01 21:37:51,130,130,Shrimp Scampi,Italian,19.95,21
3496,1552,2023-01-27,1900-01-01 11:23:30,110,110,Pork Ramen,Asian,17.95,11
3497,1553,2023-01-27,1900-01-01 11:47:40,116,116,Steak Tacos,Mexican,13.95,11
3498,1554,2023-01-27,1900-01-01 11:57:19,127,127,Meat Lasagna,Italian,17.95,11
3499,1554,2023-01-27,1900-01-01 11:57:19,118,118,Steak Burrito,Mexican,14.95,11
3500,1554,2023-01-27,1900-01-01 11:57:19,119,119,Chicken Torta,Mexican,11.95,11
3501,1555,2023-01-27,1900-01-01 12:07:54,132,132,Eggplant Parmesan,Italian,16.95,12
3502,1556,2023-01-27,1900-01-01 12:19:15,129,129,Mushroom Ravioli,Italian,15.5,12
3503,1556,2023-01-27,1900-01-01 12:19:15,105,105,Mac & Cheese,American,7.0,12
3504,1557,2023-01-27,1900-01-01 12:21:21,109,109,Korean Beef Bowl,Asian,17.95,12
3505,1558,2023-01-27,1900-01-01 12:27:55,127,127,Meat Lasagna,Italian,17.95,12
3506,1558,2023-01-27,1900-01-01 12:27:55,132,132,Eggplant Parmesan,Italian,16.95,12
3507,1559,2023-01-27,1900-01-01 12:34:12,109,109,Korean Beef Bowl,Asian,17.95,12
3508,1560,2023-01-27,1900-01-01 12:56:17,117,117,Chicken Burrito,Mexican,12.95,12
3509,1560,2023-01-27,1900-01-01 12:56:17,111,111,California Roll,Asian,11.95,12
3510,1561,2023-01-27,1900-01-01 12:56:35,103,103,Hot Dog,American,9.0,12
3511,1562,2023-01-27,1900-01-01 13:00:08,108,108,Tofu Pad Thai,Asian,14.5,13
3512,1563,2023-01-27,1900-01-01 13:04:38,108,108,Tofu Pad Thai,Asian,14.5,13
3513,1563,2023-01-27,1900-01-01 13:04:38,110,110,Pork Ramen,Asian,17.95,13
3514,1564,2023-01-27,1900-01-01 13:05:50,124,124,Spaghetti,Italian,14.5,13
3515,1564,2023-01-27,1900-01-01 13:05:50,109,109,Korean Beef Bowl,Asian,17.95,13
3516,1564,2023-01-27,1900-01-01 13:05:50,129,129,Mushroom Ravioli,Italian,15.5,13
3517,1564,2023-01-27,1900-01-01 13:05:50,113,113,Edamame,Asian,5.0,13
3518,1565,2023-01-27,1900-01-01 13:21:20,101,101,Hamburger,American,12.95,13
3519,1565,2023-01-27,1900-01-01 13:21:20,102,102,Cheeseburger,American,13.95,13
3520,1565,2023-01-27,1900-01-01 13:21:20,110,110,Pork Ramen,Asian,17.95,13
3521,1565,2023-01-27,1900-01-01 13:21:20,110,110,Pork Ramen,Asian,17.95,13
3522,1566,2023-01-27,1900-01-01 13:23:02,131,131,Chicken Parmesan,Italian,17.95,13
3523,1567,2023-01-27,1900-01-01 13:31:08,109,109,Korean Beef Bowl,Asian,17.95,13
3524,1567,2023-01-27,1900-01-01 13:31:08,129,129,Mushroom Ravioli,Italian,15.5,13
3525,1567,2023-01-27,1900-01-01 13:31:08,119,119,Chicken Torta,Mexican,11.95,13
3526,1568,2023-01-27,1900-01-01 13:38:46,102,102,Cheeseburger,American,13.95,13
3527,1568,2023-01-27,1900-01-01 13:38:46,108,108,Tofu Pad Thai,Asian,14.5,13
3528,1568,2023-01-27,1900-01-01 13:38:46,127,127,Meat Lasagna,Italian,17.95,13
3529,1568,2023-01-27,1900-01-01 13:38:46,131,131,Chicken Parmesan,Italian,17.95,13
3530,1569,2023-01-27,1900-01-01 13:38:50,101,101,Hamburger,American,12.95,13
3531,1569,2023-01-27,1900-01-01 13:38:50,115,115,Chicken Tacos,Mexican,11.95,13
3532,1569,2023-01-27,1900-01-01 13:38:50,109,109,Korean Beef Bowl,Asian,17.95,13
3533,1569,2023-01-27,1900-01-01 13:38:50,110,110,Pork Ramen,Asian,17.95,13
3534,1569,2023-01-27,1900-01-01 13:38:50,111,111,California Roll,Asian,11.95,13
3535,1569,2023-01-27,1900-01-01 13:38:50,113,113,Edamame,Asian,5.0,13
3536,1569,2023-01-27,1900-01-01 13:38:50,113,113,Edamame,Asian,5.0,13
3537,1569,2023-01-27,1900-01-01 13:38:50,118,118,Steak Burrito,Mexican,14.95,13
3538,1569,2023-01-27,1900-01-01 13:38:50,121,121,Cheese Quesadillas,Mexican,10.5,13
3539,1569,2023-01-27,1900-01-01 13:38:50,105,105,Mac & Cheese,American,7.0,13
3540,1569,2023-01-27,1900-01-01 13:38:50,122,122,Chips & Salsa,Mexican,7.0,13
3541,1569,2023-01-27,1900-01-01 13:38:50,123,123,Chips & Guacamole,Mexican,9.0,13
3542,1569,2023-01-27,1900-01-01 13:38:50,106,106,French Fries,American,7.0,13
3543,1570,2023-01-27,1900-01-01 13:49:25,102,102,Cheeseburger,American,13.95,13
3544,1571,2023-01-27,1900-01-01 14:32:25,101,101,Hamburger,American,12.95,14
3545,1572,2023-01-27,1900-01-01 14:33:38,120,120,Steak Torta,Mexican,13.95,14
3546,1572,2023-01-27,1900-01-01 14:33:38,123,123,Chips & Guacamole,Mexican,9.0,14
3547,1572,2023-01-27,1900-01-01 14:33:38,106,106,French Fries,American,7.0,14
3548,1573,2023-01-27,1900-01-01 14:39:50,106,106,French Fries,American,7.0,14
3549,1574,2023-01-27,1900-01-01 15:32:22,101,101,Hamburger,American,12.95,15
3550,1574,2023-01-27,1900-01-01 15:32:22,118,118,Steak Burrito,Mexican,14.95,15
3551,1574,2023-01-27,1900-01-01 15:32:22,131,131,Chicken Parmesan,Italian,17.95,15
3552,1575,2023-01-27,1900-01-01 15:37:13,112,112,Salmon Roll,Asian,14.95,15
3553,1576,2023-01-27,1900-01-01 15:44:22,121,121,Cheese Quesadillas,Mexican,10.5,15
3554,1576,2023-01-27,1900-01-01 15:44:22,114,114,Potstickers,Asian,9.0,15
3555,1577,2023-01-27,1900-01-01 15:48:27,112,112,Salmon Roll,Asian,14.95,15
3556,1578,2023-01-27,1900-01-01 16:07:40,125,125,Spaghetti & Meatballs,Italian,17.95,16
3557,1578,2023-01-27,1900-01-01 16:07:40,129,129,Mushroom Ravioli,Italian,15.5,16
3558,1578,2023-01-27,1900-01-01 16:07:40,113,113,Edamame,Asian,5.0,16
3560,1579,2023-01-27,1900-01-01 16:19:56,108,108,Tofu Pad Thai,Asian,14.5,16
3561,1579,2023-01-27,1900-01-01 16:19:56,122,122,Chips & Salsa,Mexican,7.0,16
3562,1580,2023-01-27,1900-01-01 16:27:31,126,126,Fettuccine Alfredo,Italian,14.5,16
3563,1580,2023-01-27,1900-01-01 16:27:31,132,132,Eggplant Parmesan,Italian,16.95,16
3565,1582,2023-01-27,1900-01-01 16:34:55,102,102,Cheeseburger,American,13.95,16
3566,1582,2023-01-27,1900-01-01 16:34:55,109,109,Korean Beef Bowl,Asian,17.95,16
3567,1582,2023-01-27,1900-01-01 16:34:55,121,121,Cheese Quesadillas,Mexican,10.5,16
3568,1582,2023-01-27,1900-01-01 16:34:55,106,106,French Fries,American,7.0,16
3569,1583,2023-01-27,1900-01-01 17:01:03,103,103,Hot Dog,American,9.0,17
3570,1583,2023-01-27,1900-01-01 17:01:03,121,121,Cheese Quesadillas,Mexican,10.5,17
3571,1584,2023-01-27,1900-01-01 17:08:55,112,112,Salmon Roll,Asian,14.95,17
3572,1584,2023-01-27,1900-01-01 17:08:55,105,105,Mac & Cheese,American,7.0,17
3573,1585,2023-01-27,1900-01-01 17:14:26,107,107,Orange Chicken,Asian,16.5,17
3574,1585,2023-01-27,1900-01-01 17:14:26,110,110,Pork Ramen,Asian,17.95,17
3575,1585,2023-01-27,1900-01-01 17:14:26,119,119,Chicken Torta,Mexican,11.95,17
3576,1586,2023-01-27,1900-01-01 17:15:31,110,110,Pork Ramen,Asian,17.95,17
3577,1586,2023-01-27,1900-01-01 17:15:31,105,105,Mac & Cheese,American,7.0,17
3578,1586,2023-01-27,1900-01-01 17:15:31,131,131,Chicken Parmesan,Italian,17.95,17
3579,1587,2023-01-27,1900-01-01 17:26:55,113,113,Edamame,Asian,5.0,17
3580,1588,2023-01-27,1900-01-01 17:29:19,131,131,Chicken Parmesan,Italian,17.95,17
3581,1588,2023-01-27,1900-01-01 17:29:19,123,123,Chips & Guacamole,Mexican,9.0,17
3582,1589,2023-01-27,1900-01-01 17:46:02,128,128,Cheese Lasagna,Italian,15.5,17
3583,1589,2023-01-27,1900-01-01 17:46:02,121,121,Cheese Quesadillas,Mexican,10.5,17
3584,1589,2023-01-27,1900-01-01 17:46:02,105,105,Mac & Cheese,American,7.0,17
3585,1590,2023-01-27,1900-01-01 17:56:16,103,103,Hot Dog,American,9.0,17
3586,1590,2023-01-27,1900-01-01 17:56:16,111,111,California Roll,Asian,11.95,17
3587,1590,2023-01-27,1900-01-01 17:56:16,113,113,Edamame,Asian,5.0,17
3588,1590,2023-01-27,1900-01-01 17:56:16,130,130,Shrimp Scampi,Italian,19.95,17
3589,1591,2023-01-27,1900-01-01 18:00:16,107,107,Orange Chicken,Asian,16.5,18
3590,1591,2023-01-27,1900-01-01 18:00:16,102,102,Cheeseburger,American,13.95,18
3591,1591,2023-01-27,1900-01-01 18:00:16,125,125,Spaghetti & Meatballs,Italian,17.95,18
3592,1591,2023-01-27,1900-01-01 18:00:16,120,120,Steak Torta,Mexican,13.95,18
3593,1592,2023-01-27,1900-01-01 18:02:51,104,104,Veggie Burger,American,10.5,18
3594,1593,2023-01-27,1900-01-01 18:06:25,116,116,Steak Tacos,Mexican,13.95,18
3595,1593,2023-01-27,1900-01-01 18:06:25,119,119,Chicken Torta,Mexican,11.95,18
3596,1593,2023-01-27,1900-01-01 18:06:25,122,122,Chips & Salsa,Mexican,7.0,18
3597,1593,2023-01-27,1900-01-01 18:06:25,114,114,Potstickers,Asian,9.0,18
3598,1594,2023-01-27,1900-01-01 18:16:02,104,104,Veggie Burger,American,10.5,18
3599,1595,2023-01-27,1900-01-01 18:17:38,120,120,Steak Torta,Mexican,13.95,18
3600,1595,2023-01-27,1900-01-01 18:17:38,114,114,Potstickers,Asian,9.0,18
3601,1596,2023-01-27,1900-01-01 18:22:07,121,121,Cheese Quesadillas,Mexican,10.5,18
3602,1596,2023-01-27,1900-01-01 18:22:07,106,106,French Fries,American,7.0,18
3603,1597,2023-01-27,1900-01-01 18:22:23,105,105,Mac & Cheese,American,7.0,18
3604,1598,2023-01-27,1900-01-01 18:31:26,125,125,Spaghetti & Meatballs,Italian,17.95,18
3605,1598,2023-01-27,1900-01-01 18:31:26,119,119,Chicken Torta,Mexican,11.95,18
3606,1599,2023-01-27,1900-01-01 18:33:59,124,124,Spaghetti,Italian,14.5,18
3607,1599,2023-01-27,1900-01-01 18:33:59,119,119,Chicken Torta,Mexican,11.95,18
3608,1600,2023-01-27,1900-01-01 18:37:54,111,111,California Roll,Asian,11.95,18
3609,1600,2023-01-27,1900-01-01 18:37:54,112,112,Salmon Roll,Asian,14.95,18
3610,1601,2023-01-27,1900-01-01 18:48:01,110,110,Pork Ramen,Asian,17.95,18
3611,1601,2023-01-27,1900-01-01 18:48:01,114,114,Potstickers,Asian,9.0,18
3612,1602,2023-01-27,1900-01-01 18:49:15,116,116,Steak Tacos,Mexican,13.95,18
3613,1602,2023-01-27,1900-01-01 18:49:15,106,106,French Fries,American,7.0,18
3614,1603,2023-01-27,1900-01-01 19:16:45,109,109,Korean Beef Bowl,Asian,17.95,19
3615,1604,2023-01-27,1900-01-01 20:05:01,129,129,Mushroom Ravioli,Italian,15.5,20
3616,1604,2023-01-27,1900-01-01 20:05:01,111,111,California Roll,Asian,11.95,20
3617,1605,2023-01-27,1900-01-01 20:05:27,110,110,Pork Ramen,Asian,17.95,20
3618,1605,2023-01-27,1900-01-01 20:05:27,127,127,Meat Lasagna,Italian,17.95,20
3619,1606,2023-01-27,1900-01-01 20:07:37,128,128,Cheese Lasagna,Italian,15.5,20
3620,1606,2023-01-27,1900-01-01 20:07:37,113,113,Edamame,Asian,5.0,20
3621,1607,2023-01-27,1900-01-01 20:09:27,115,115,Chicken Tacos,Mexican,11.95,20
3622,1607,2023-01-27,1900-01-01 20:09:27,109,109,Korean Beef Bowl,Asian,17.95,20
3623,1607,2023-01-27,1900-01-01 20:09:27,110,110,Pork Ramen,Asian,17.95,20
3624,1608,2023-01-27,1900-01-01 20:10:32,132,132,Eggplant Parmesan,Italian,16.95,20
3625,1609,2023-01-27,1900-01-01 20:17:48,109,109,Korean Beef Bowl,Asian,17.95,20
3626,1609,2023-01-27,1900-01-01 20:17:48,128,128,Cheese Lasagna,Italian,15.5,20
3627,1610,2023-01-27,1900-01-01 20:43:11,119,119,Chicken Torta,Mexican,11.95,20
3628,1611,2023-01-27,1900-01-01 21:03:04,108,108,Tofu Pad Thai,Asian,14.5,21
3629,1611,2023-01-27,1900-01-01 21:03:04,112,112,Salmon Roll,Asian,14.95,21
3630,1611,2023-01-27,1900-01-01 21:03:04,113,113,Edamame,Asian,5.0,21
3631,1611,2023-01-27,1900-01-01 21:03:04,118,118,Steak Burrito,Mexican,14.95,21
3632,1612,2023-01-27,1900-01-01 21:03:29,122,122,Chips & Salsa,Mexican,7.0,21
3633,1612,2023-01-27,1900-01-01 21:03:29,114,114,Potstickers,Asian,9.0,21
3634,1613,2023-01-27,1900-01-01 21:05:59,125,125,Spaghetti & Meatballs,Italian,17.95,21
3635,1613,2023-01-27,1900-01-01 21:05:59,110,110,Pork Ramen,Asian,17.95,21
3636,1613,2023-01-27,1900-01-01 21:05:59,105,105,Mac & Cheese,American,7.0,21
3637,1613,2023-01-27,1900-01-01 21:05:59,132,132,Eggplant Parmesan,Italian,16.95,21
3638,1614,2023-01-27,1900-01-01 22:10:01,107,107,Orange Chicken,Asian,16.5,22
3639,1614,2023-01-27,1900-01-01 22:10:01,111,111,California Roll,Asian,11.95,22
3640,1615,2023-01-27,1900-01-01 22:11:38,111,111,California Roll,Asian,11.95,22
3641,1616,2023-01-27,1900-01-01 22:22:25,113,113,Edamame,Asian,5.0,22
3642,1616,2023-01-27,1900-01-01 22:22:25,123,123,Chips & Guacamole,Mexican,9.0,22
3643,1617,2023-01-27,1900-01-01 22:25:26,125,125,Spaghetti & Meatballs,Italian,17.95,22
3644,1617,2023-01-27,1900-01-01 22:25:26,118,118,Steak Burrito,Mexican,14.95,22
3645,1618,2023-01-28,1900-01-01 11:28:33,107,107,Orange Chicken,Asian,16.5,11
3646,1618,2023-01-28,1900-01-01 11:28:33,104,104,Veggie Burger,American,10.5,11
3647,1618,2023-01-28,1900-01-01 11:28:33,113,113,Edamame,Asian,5.0,11
3648,1618,2023-01-28,1900-01-01 11:28:33,120,120,Steak Torta,Mexican,13.95,11
3649,1619,2023-01-28,1900-01-01 11:36:34,101,101,Hamburger,American,12.95,11
3650,1619,2023-01-28,1900-01-01 11:36:34,108,108,Tofu Pad Thai,Asian,14.5,11
3651,1620,2023-01-28,1900-01-01 11:38:50,118,118,Steak Burrito,Mexican,14.95,11
3652,1620,2023-01-28,1900-01-01 11:38:50,122,122,Chips & Salsa,Mexican,7.0,11
3653,1621,2023-01-28,1900-01-01 11:43:54,107,107,Orange Chicken,Asian,16.5,11
3654,1622,2023-01-28,1900-01-01 11:49:42,115,115,Chicken Tacos,Mexican,11.95,11
3655,1622,2023-01-28,1900-01-01 11:49:42,122,122,Chips & Salsa,Mexican,7.0,11
3656,1623,2023-01-28,1900-01-01 11:50:41,117,117,Chicken Burrito,Mexican,12.95,11
3657,1624,2023-01-28,1900-01-01 11:55:46,102,102,Cheeseburger,American,13.95,11
3658,1625,2023-01-28,1900-01-01 11:58:42,117,117,Chicken Burrito,Mexican,12.95,11
3659,1626,2023-01-28,1900-01-01 12:04:16,109,109,Korean Beef Bowl,Asian,17.95,12
3660,1627,2023-01-28,1900-01-01 12:09:40,101,101,Hamburger,American,12.95,12
3661,1628,2023-01-28,1900-01-01 12:16:39,115,115,Chicken Tacos,Mexican,11.95,12
3662,1628,2023-01-28,1900-01-01 12:16:39,125,125,Spaghetti & Meatballs,Italian,17.95,12
3663,1628,2023-01-28,1900-01-01 12:16:39,131,131,Chicken Parmesan,Italian,17.95,12
3664,1629,2023-01-28,1900-01-01 12:17:09,108,108,Tofu Pad Thai,Asian,14.5,12
3665,1629,2023-01-28,1900-01-01 12:17:09,118,118,Steak Burrito,Mexican,14.95,12
3666,1629,2023-01-28,1900-01-01 12:17:09,106,106,French Fries,American,7.0,12
3667,1630,2023-01-28,1900-01-01 12:19:50,124,124,Spaghetti,Italian,14.5,12
3668,1630,2023-01-28,1900-01-01 12:19:50,126,126,Fettuccine Alfredo,Italian,14.5,12
3669,1630,2023-01-28,1900-01-01 12:19:50,113,113,Edamame,Asian,5.0,12
3670,1631,2023-01-28,1900-01-01 12:20:11,108,108,Tofu Pad Thai,Asian,14.5,12
3671,1631,2023-01-28,1900-01-01 12:20:11,132,132,Eggplant Parmesan,Italian,16.95,12
3672,1632,2023-01-28,1900-01-01 12:20:31,112,112,Salmon Roll,Asian,14.95,12
3673,1632,2023-01-28,1900-01-01 12:20:31,122,122,Chips & Salsa,Mexican,7.0,12
3674,1632,2023-01-28,1900-01-01 12:20:31,131,131,Chicken Parmesan,Italian,17.95,12
3675,1633,2023-01-28,1900-01-01 12:45:52,113,113,Edamame,Asian,5.0,12
3676,1633,2023-01-28,1900-01-01 12:45:52,120,120,Steak Torta,Mexican,13.95,12
3677,1633,2023-01-28,1900-01-01 12:45:52,130,130,Shrimp Scampi,Italian,19.95,12
3678,1634,2023-01-28,1900-01-01 12:47:43,126,126,Fettuccine Alfredo,Italian,14.5,12
3679,1635,2023-01-28,1900-01-01 13:07:37,107,107,Orange Chicken,Asian,16.5,13
3680,1636,2023-01-28,1900-01-01 13:07:52,132,132,Eggplant Parmesan,Italian,16.95,13
3681,1637,2023-01-28,1900-01-01 13:21:08,101,101,Hamburger,American,12.95,13
3682,1637,2023-01-28,1900-01-01 13:21:08,108,108,Tofu Pad Thai,Asian,14.5,13
3683,1637,2023-01-28,1900-01-01 13:21:08,120,120,Steak Torta,Mexican,13.95,13
3684,1638,2023-01-28,1900-01-01 13:34:25,110,110,Pork Ramen,Asian,17.95,13
3685,1638,2023-01-28,1900-01-01 13:34:25,129,129,Mushroom Ravioli,Italian,15.5,13
3686,1638,2023-01-28,1900-01-01 13:34:25,131,131,Chicken Parmesan,Italian,17.95,13
3688,1639,2023-01-28,1900-01-01 13:37:57,101,101,Hamburger,American,12.95,13
3689,1639,2023-01-28,1900-01-01 13:37:57,104,104,Veggie Burger,American,10.5,13
3690,1639,2023-01-28,1900-01-01 13:37:57,109,109,Korean Beef Bowl,Asian,17.95,13
3691,1639,2023-01-28,1900-01-01 13:37:57,109,109,Korean Beef Bowl,Asian,17.95,13
3692,1639,2023-01-28,1900-01-01 13:37:57,109,109,Korean Beef Bowl,Asian,17.95,13
3693,1639,2023-01-28,1900-01-01 13:37:57,118,118,Steak Burrito,Mexican,14.95,13
3694,1639,2023-01-28,1900-01-01 13:37:57,119,119,Chicken Torta,Mexican,11.95,13
3696,1640,2023-01-28,1900-01-01 13:45:42,131,131,Chicken Parmesan,Italian,17.95,13
3697,1641,2023-01-28,1900-01-01 14:21:48,108,108,Tofu Pad Thai,Asian,14.5,14
3698,1641,2023-01-28,1900-01-01 14:21:48,113,113,Edamame,Asian,5.0,14
3699,1642,2023-01-28,1900-01-01 14:26:49,102,102,Cheeseburger,American,13.95,14
3700,1642,2023-01-28,1900-01-01 14:26:49,108,108,Tofu Pad Thai,Asian,14.5,14
3701,1642,2023-01-28,1900-01-01 14:26:49,121,121,Cheese Quesadillas,Mexican,10.5,14
3702,1642,2023-01-28,1900-01-01 14:26:49,105,105,Mac & Cheese,American,7.0,14
3703,1643,2023-01-28,1900-01-01 14:46:45,102,102,Cheeseburger,American,13.95,14
3704,1643,2023-01-28,1900-01-01 14:46:45,103,103,Hot Dog,American,9.0,14
3705,1643,2023-01-28,1900-01-01 14:46:45,111,111,California Roll,Asian,11.95,14
3706,1644,2023-01-28,1900-01-01 15:01:14,101,101,Hamburger,American,12.95,15
3707,1644,2023-01-28,1900-01-01 15:01:14,101,101,Hamburger,American,12.95,15
3708,1644,2023-01-28,1900-01-01 15:01:14,108,108,Tofu Pad Thai,Asian,14.5,15
3709,1645,2023-01-28,1900-01-01 15:16:01,132,132,Eggplant Parmesan,Italian,16.95,15
3710,1646,2023-01-28,1900-01-01 15:28:30,101,101,Hamburger,American,12.95,15
3711,1646,2023-01-28,1900-01-01 15:28:30,110,110,Pork Ramen,Asian,17.95,15
3712,1646,2023-01-28,1900-01-01 15:28:30,111,111,California Roll,Asian,11.95,15
3713,1647,2023-01-28,1900-01-01 15:29:24,125,125,Spaghetti & Meatballs,Italian,17.95,15
3714,1648,2023-01-28,1900-01-01 15:43:15,117,117,Chicken Burrito,Mexican,12.95,15
3715,1648,2023-01-28,1900-01-01 15:43:15,129,129,Mushroom Ravioli,Italian,15.5,15
3716,1648,2023-01-28,1900-01-01 15:43:15,105,105,Mac & Cheese,American,7.0,15
3717,1648,2023-01-28,1900-01-01 15:43:15,122,122,Chips & Salsa,Mexican,7.0,15
3718,1649,2023-01-28,1900-01-01 16:26:11,116,116,Steak Tacos,Mexican,13.95,16
3719,1650,2023-01-28,1900-01-01 16:35:45,101,101,Hamburger,American,12.95,16
3720,1650,2023-01-28,1900-01-01 16:35:45,102,102,Cheeseburger,American,13.95,16
3721,1650,2023-01-28,1900-01-01 16:35:45,110,110,Pork Ramen,Asian,17.95,16
3722,1650,2023-01-28,1900-01-01 16:35:45,105,105,Mac & Cheese,American,7.0,16
3723,1651,2023-01-28,1900-01-01 16:40:16,127,127,Meat Lasagna,Italian,17.95,16
3724,1652,2023-01-28,1900-01-01 16:56:19,106,106,French Fries,American,7.0,16
3725,1652,2023-01-28,1900-01-01 16:56:19,132,132,Eggplant Parmesan,Italian,16.95,16
3726,1653,2023-01-28,1900-01-01 17:28:53,107,107,Orange Chicken,Asian,16.5,17
3727,1653,2023-01-28,1900-01-01 17:28:53,129,129,Mushroom Ravioli,Italian,15.5,17
3728,1654,2023-01-28,1900-01-01 17:31:36,120,120,Steak Torta,Mexican,13.95,17
3729,1654,2023-01-28,1900-01-01 17:31:36,122,122,Chips & Salsa,Mexican,7.0,17
3730,1655,2023-01-28,1900-01-01 18:15:14,101,101,Hamburger,American,12.95,18
3731,1655,2023-01-28,1900-01-01 18:15:14,121,121,Cheese Quesadillas,Mexican,10.5,18
3732,1655,2023-01-28,1900-01-01 18:15:14,122,122,Chips & Salsa,Mexican,7.0,18
3733,1656,2023-01-28,1900-01-01 18:15:57,109,109,Korean Beef Bowl,Asian,17.95,18
3734,1656,2023-01-28,1900-01-01 18:15:57,112,112,Salmon Roll,Asian,14.95,18
3735,1656,2023-01-28,1900-01-01 18:15:57,131,131,Chicken Parmesan,Italian,17.95,18
3736,1656,2023-01-28,1900-01-01 18:15:57,114,114,Potstickers,Asian,9.0,18
3737,1657,2023-01-28,1900-01-01 18:24:14,101,101,Hamburger,American,12.95,18
3738,1657,2023-01-28,1900-01-01 18:24:14,131,131,Chicken Parmesan,Italian,17.95,18
3739,1658,2023-01-28,1900-01-01 18:44:20,108,108,Tofu Pad Thai,Asian,14.5,18
3740,1658,2023-01-28,1900-01-01 18:44:20,121,121,Cheese Quesadillas,Mexican,10.5,18
3741,1659,2023-01-28,1900-01-01 18:48:06,124,124,Spaghetti,Italian,14.5,18
3742,1659,2023-01-28,1900-01-01 18:48:06,110,110,Pork Ramen,Asian,17.95,18
3743,1659,2023-01-28,1900-01-01 18:48:06,112,112,Salmon Roll,Asian,14.95,18
3744,1659,2023-01-28,1900-01-01 18:48:06,120,120,Steak Torta,Mexican,13.95,18
3745,1660,2023-01-28,1900-01-01 19:00:12,107,107,Orange Chicken,Asian,16.5,19
3746,1661,2023-01-28,1900-01-01 19:05:34,103,103,Hot Dog,American,9.0,19
3747,1661,2023-01-28,1900-01-01 19:05:34,111,111,California Roll,Asian,11.95,19
3748,1662,2023-01-28,1900-01-01 19:54:25,111,111,California Roll,Asian,11.95,19
3749,1663,2023-01-28,1900-01-01 20:46:18,127,127,Meat Lasagna,Italian,17.95,20
3750,1663,2023-01-28,1900-01-01 20:46:18,127,127,Meat Lasagna,Italian,17.95,20
3751,1663,2023-01-28,1900-01-01 20:46:18,120,120,Steak Torta,Mexican,13.95,20
3752,1663,2023-01-28,1900-01-01 20:46:18,106,106,French Fries,American,7.0,20
3753,1664,2023-01-28,1900-01-01 21:09:10,129,129,Mushroom Ravioli,Italian,15.5,21
3754,1665,2023-01-28,1900-01-01 21:24:32,120,120,Steak Torta,Mexican,13.95,21
3755,1665,2023-01-28,1900-01-01 21:24:32,106,106,French Fries,American,7.0,21
